Library_name	RAS_id	Read_name	Length	Breadth_coverage	Mean_depth_coverage	CVPG	CV_per_genome	seq_name	taxonomy
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	5068_N_run562_hifi_trimmed_deduplicated_s1960.ctg002023l||full	28482	0.2615687100624956	0.2615687100624956	0.240072	0.000824618	5068_N_run562_hifi_trimmed_deduplicated_s1960.ctg002023l||full	Megaviricetes
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	5068_N_run562_hifi_trimmed_deduplicated_s2831.ctg002928l||full	20798	0.44220598134436	0.44220598134436	0.405865	0.00139409	5068_N_run562_hifi_trimmed_deduplicated_s2831.ctg002928l||full	Megaviricetes
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	5068_N_run562_hifi_trimmed_deduplicated_s3354.ctg003466l||full	27405	0.1403758438241197	0.1403758438241197	0.128839	0.000442547	5068_N_run562_hifi_trimmed_deduplicated_s3354.ctg003466l||full	Megaviricetes
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	5068_N_run562_hifi_trimmed_deduplicated_s3416.ctg003532l||full	22159	0.1343472178347398	0.1343472178347398	0.123306	0.000423541	5068_N_run562_hifi_trimmed_deduplicated_s3416.ctg003532l||full	Megaviricetes
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	5068_N_run562_hifi_trimmed_deduplicated_s3686.ctg003811l||full	27572	0.4253590599158566	0.4253590599158566	0.390402	0.00134098	5068_N_run562_hifi_trimmed_deduplicated_s3686.ctg003811l||full	Megaviricetes
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	5068_N_run562_hifi_trimmed_deduplicated_s4323.ctg004477l||full	24242	0.2038610675686824	0.2038610675686824	0.187107	0.000642689	5068_N_run562_hifi_trimmed_deduplicated_s4323.ctg004477l||full	Megaviricetes
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	5068_N_run562_hifi_trimmed_deduplicated_s4481.ctg004642l||full	19699	0.1374689070511193	0.1374689070511193	0.126171	0.000433382	5068_N_run562_hifi_trimmed_deduplicated_s4481.ctg004642l||full	Megaviricetes
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	5068_N_run562_hifi_trimmed_deduplicated_s4602.ctg004769l||full	25339	0.4914953234144993	0.6233474091321678	0.57212	0.00196516	5068_N_run562_hifi_trimmed_deduplicated_s4602.ctg004769l||full	Megaviricetes
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	5068_N_run562_hifi_trimmed_deduplicated_s72.ctg000078l||full	34379	0.1630064865179324	0.1630064865179324	0.14961	0.000513892	5068_N_run562_hifi_trimmed_deduplicated_s72.ctg000078l||full	Megaviricetes
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	5068_N_run562_hifi_trimmed_deduplicated_s911.ctg000943l||full	49062	0.0154906037258978	0.0154906037258978	0.0142176	4.88354e-05	5068_N_run562_hifi_trimmed_deduplicated_s911.ctg000943l||full	Megaviricetes
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	5516.AE.hifi_reads_s2440.ctg002481l||full	29943	0.3509000434158233	0.3509000434158233	0.322062	0.00110624	5516.AE.hifi_reads_s2440.ctg002481l||full	Megaviricetes
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	5516.AE.hifi_reads_s2935.ctg002980l||full	21281	0.5441473614961703	0.6171232554861144	0.566407	0.00194553	5516.AE.hifi_reads_s2935.ctg002980l||full	Megaviricetes
4752_BW_run525_CCS_trimmed_deduplicated	9_2016_F4_1	5516.J.hifi_reads_s1068.ctg001072l||full	14958	0.2043722422783794	0.2043722422783794	0.187577	0.000644301	5516.J.hifi_reads_s1068.ctg001072l||full	Megaviricetes
